"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS";"ESTADO";"RECURSO INSUF";"CUADRILLA DESASIGNADA"
"FALSA ALARMA & SERVICIO EMERGENCIA RED ";1102;"*";"*";"*";"*";"*";"*";"*";"*";"*";"SI";"SI"
