"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS";"ESTADO";"RECURSO INSUF";"CUADRILLA DESASIGNADA"
"NO SE PAGA & SERVICIO DE EMERGENCIA RED";0;"*";"*";"*";"*";"*";"*";"*";"*";"*";"NO";"SI"
