BAREMO;PRECIO;COD ELEMENTO AVERIADO;DESCRIPCION ELEMENTO AVERIADO;CODIGO AMBITO;DESCRIPCION AMBITO;COD CONDICION;DESCRIPCION CONDICION;Eventos_Averiados.ESTADO;CODIGOS;1,08
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T10;TIRANTE;4;Red BT Aérea;24;DESPLAZADO;P;4T1024;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T23;TUBO DE SUBIDA O BAJADA;4;Red BT Aérea;27;DESTROZADO;P;4T2327;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C26;CABLE PREENSAMBLADO ALUMINIO;4;Red BT Aérea;12;CON RAMAS;P;4C2612;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C39;CONECTOR TIPO MUELA;4;Red BT Aérea;66;NORMALIZACION;P;4C3966;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;26;DESTEMPLADO;P;4L0226;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L08;LINEA DIST. P/ENS. (CALPE);4;Red BT Aérea;17;CORTO-CIRCUITO;P;4L0817;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L08;LINEA DIST. P/ENS. (CALPE);4;Red BT Aérea;66;NORMALIZACION;P;4L0866;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;32;EN EL SUELO;P;4P1632;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;54;MAL ESTADO;P;4P1654;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T10;TIRANTE;4;Red BT Aérea;69;OTRA FALLA;P;4T1069;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T10;TIRANTE;4;Red BT Aérea;85;REVISION;P;4T1085;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C26;CABLE PREENSAMBLADO ALUMINIO;4;Red BT Aérea;03;AISLADO-A;P;4C2603;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C46;CABLE BAJADA/SUBIDA;4;Red BT Aérea;40;FALLADO-A;P;4C4640;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;03;AISLADO-A;P;4L0203;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;21;DESAPARECIDO-A;P;4L0221;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L07;LINEA DIST. CONC 1F;4;Red BT Aérea;66;NORMALIZACION;P;4L0766;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;35;ESTRUCTURA A LA VISTA;P;4P1635;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;48;INCLINADO;P;4P1648;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;78;QUEDO IGUAL;P;4P1678;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;85;REVISION;P;4P1685;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;91;SOCAVADO;P;4P1691;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;96;URGE CAMBIO;P;4P1696;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;4;Red BT Aérea;78;QUEDO IGUAL;P;4S0378;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;4;Red BT Aérea;89;SIN CORRIENTE;P;4S0389;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T10;TIRANTE;4;Red BT Aérea;78;QUEDO IGUAL;P;4T1078;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;66;NORMALIZACION;P;4L0266;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;69;OTRA FALLA;P;4L0269;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;80;QUEBRADO-A;P;4P1680;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;4;Red BT Aérea;85;REVISION;P;4S0385;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T10;TIRANTE;4;Red BT Aérea;54;MAL ESTADO;P;4T1054;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;4;Red BT Aérea;08;BAJO VOLTAJE;P;4S0308;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;16;CORTADO-A;P;4L0216;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T23;TUBO DE SUBIDA O BAJADA;4;Red BT Aérea;80;QUEBRADO-A;P;4T2380;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;4;Red BT Aérea;12;CON RAMAS;P;4S0312;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;58;NO OFR PELIG (PROGRAMAR);P;4P1658;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;78;QUEDO IGUAL;P;4L0278;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P16;POSTE DISTRIBUCION;4;Red BT Aérea;11;CHOCADO;P;4P1611;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;L02;LINEA DE DISTRIBUCION;4;Red BT Aérea;12;CON RAMAS;P;4L0212;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;B23;BOVEDA;5;Red BT Subterránea;54;MAL ESTADO;P;5B2354;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C46;CABLE BAJADA/SUBIDA;5;Red BT Subterránea;16;CORTADO-A;P;5C4616;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;5;Red BT Subterránea;69;OTRA FALLA;P;5S0369;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T26;TAPA BOVEDA;5;Red BT Subterránea;27;DESTROZADO;P;5T2627;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C01;CABLE DE DISTRIBUCION;5;Red BT Subterránea;69;OTRA FALLA;P;5C0169;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C09;CAMARA;5;Red BT Subterránea;41;FILTRACION DE AGUA;P;5C0941;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C09;CAMARA;5;Red BT Subterránea;54;MAL ESTADO;P;5C0954;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;F03;FUSIBLE;5;Red BT Subterránea;16;CORTADO-A;P;5F0316;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;M02;MOLE;5;Red BT Subterránea;05;ABIERTO;P;5M0205;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;M02;MOLE;5;Red BT Subterránea;69;OTRA FALLA;P;5M0269;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T03;TAPA CAMARA;5;Red BT Subterránea;78;QUEDO IGUAL;P;5T0378;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T06;TAPA DE CAMARILLA;5;Red BT Subterránea;71;OFRECE PELIGRO;P;5T0671;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;T23;TUBO DE SUBIDA O BAJADA;5;Red BT Subterránea;80;QUEBRADO-A;P;5T2380;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;B23;BOVEDA;5;Red BT Subterránea;41;FILTRACION DE AGUA;P;5B2341;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C10;CAMARILLA;5;Red BT Subterránea;27;DESTROZADO;P;5C1027;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;M02;MOLE;5;Red BT Subterránea;66;NORMALIZACION;P;5M0266;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;5;Red BT Subterránea;08;BAJO VOLTAJE;P;5S0308;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;5;Red BT Subterránea;78;QUEDO IGUAL;P;5S0378;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C01;CABLE DE DISTRIBUCION;5;Red BT Subterránea;16;CORTADO-A;P;5C0116;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C09;CAMARA;5;Red BT Subterránea;51;INUNDADO;P;5C0951;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C10;CAMARILLA;5;Red BT Subterránea;54;MAL ESTADO;P;5C1054;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C10;CAMARILLA;5;Red BT Subterránea;69;OTRA FALLA;P;5C1069;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C10;CAMARILLA;5;Red BT Subterránea;71;OFRECE PELIGRO;P;5C1071;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C10;CAMARILLA;5;Red BT Subterránea;85;REVISION;P;5C1085;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;P29;PROTECC T/D EN BT;5;Red BT Subterránea;66;NORMALIZACION;P;5P2966;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C46;CABLE BAJADA/SUBIDA;5;Red BT Subterránea;40;FALLADO-A;P;5C4640;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;S03;SECTOR;5;Red BT Subterránea;89;SIN CORRIENTE;P;5S0389;12096,1557817544
ATENCION RECLAMO EN RED BT PROVISORIO;11.200;C01;CABLE DE DISTRIBUCION;5;Red BT Subterránea;40;FALLADO-A;P;5C0140;12096,1557817544
VISITA SIN ACTUACION (FALSA ALARMA); $ 7.467 ;L02;LINEA DE DISTRIBUCION;1;Red MT Aérea;37;EN ATENCION;P;1L0237;8064,1038545029
VISITA SIN ACTUACION (FALSA ALARMA); $ 7.467 ;S03;SECTOR;4;Red BT Aérea;37;EN ATENCION;P;4S0337;8064,1038545029
VISITA SIN ACTUACION (FALSA ALARMA); $ 7.467 ;I01;IND. O EDIFICIO;7;Cliente Subterráneo;00;NORMAL;P;7I0100;8064,1038545029
