"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";40;"FALLADO-A";"P";"3T2040"
"MANTENIMIENTO MENOR MT";23323;"A07";"AISLADOR DE DISCO";1;"Red MT Aérea";25;"DESPRENDIDO";"P";"1A0725"
"MANTENIMIENTO MENOR MT";23323;"A08";"AISLADOR DE ESPIGA";1;"Red MT Aérea";80;"QUEBRADO-A";"P";"1A0880"
"MANTENIMIENTO MENOR MT";23323;"A12";"AMARRA";1;"Red MT Aérea";16;"CORTADO-A";"P";"1A1216"
"MANTENIMIENTO MENOR MT";23323;"A13";"AUTOTRANSFORMADOR";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1A1369"
"MANTENIMIENTO MENOR MT";23323;"B07";"BASTON LOAD BUSTER";1;"Red MT Aérea";29;"DESCONECTADO";"P";"1B0729"
"MANTENIMIENTO MENOR MT";23323;"C23";"CRUCETA";1;"Red MT Aérea";54;"MAL ESTADO";"P";"1C2354"
"MANTENIMIENTO MENOR MT";23323;"C46";"CABLE BAJADA/SUBIDA";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1C4669"
"MANTENIMIENTO MENOR MT";23323;"H01";"HOJA LOAD BUSTER";1;"Red MT Aérea";43;"FUNDIDO-A";"P";"1H0143"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";78;"QUEDO IGUAL";"P";"1L0278"
"MANTENIMIENTO MENOR MT";23323;"P04";"PPF LOAD BUSTER";1;"Red MT Aérea";62;"NO OPERATIVO";"P";"1P0462"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";32;"EN EL SUELO";"P";"1P1632"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";35;"ESTRUCTURA A LA VISTA";"P";"1P1635"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";85;"REVISION";"P";"1P1685"
"MANTENIMIENTO MENOR MT";23323;"P34";"PUENTE DE DISTRIBUCION";1;"Red MT Aérea";16;"CORTADO-A";"P";"1P3416"
"MANTENIMIENTO MENOR MT";23323;"R03";"RECONECTADOR";1;"Red MT Aérea";5;"ABIERTO";"P";"1R0305"
"MANTENIMIENTO MENOR MT";23323;"S03";"SECTOR";1;"Red MT Aérea";29;"DESCONECTADO";"P";"1S0329"
"MANTENIMIENTO MENOR MT";23323;"T12";"TRANSF. DAE";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1T1269"
"MANTENIMIENTO MENOR MT";23323;"T12";"TRANSF. DAE";1;"Red MT Aérea";81;"QUEMADO";"P";"1T1281"
"MANTENIMIENTO MENOR MT";23323;"T16";"TRANSF. PARTICULAR";1;"Red MT Aérea";5;"ABIERTO";"P";"1T1605"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";1;"Red MT Aérea";32;"EN EL SUELO";"P";"1T2032"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";1;"Red MT Aérea";40;"FALLADO-A";"P";"1T2040"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";1;"Red MT Aérea";85;"REVISION";"P";"1T2085"
"MANTENIMIENTO MENOR MT";23323;"T24";"TRANSF DE SUPERFICIE";2;"Red MT Subterránea";69;"OTRA FALLA";"P";"2T2469"
"MANTENIMIENTO MENOR MT";23323;"T26";"TAPA BOVEDA";2;"Red MT Subterránea";54;"MAL ESTADO";"P";"2T2654"
"MANTENIMIENTO MENOR MT";23323;"U02";"UNION DESARMABLE MT";2;"Red MT Subterránea";15;"CONEXIÓN SUELTA";"P";"2U0215"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";11;"CHOCADO";"P";"3P1611"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";27;"DESTROZADO";"P";"3P1627"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";48;"INCLINADO";"P";"3P1648"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";91;"SOCAVADO";"P";"3P1691"
"MANTENIMIENTO MENOR MT";23323;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";5;"ABIERTO";"P";"3P2905"
"MANTENIMIENTO MENOR MT";23323;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";43;"FUNDIDO-A";"P";"3P2943"
"MANTENIMIENTO MENOR MT";23323;"P30";"PROTECCION DE T/P EN MT";3;"Transformador MT/BT";66;"NORMALIZACION";"P";"3P3066"
"MANTENIMIENTO MENOR MT";23323;"T13";"TRANSF. DE CORRIENTE";3;"Transformador MT/BT";54;"MAL ESTADO";"P";"3T1354"
"MANTENIMIENTO MENOR MT";23323;"T15";"TRANSF. DISTRIBUCION SUBT";3;"Transformador MT/BT";69;"OTRA FALLA";"P";"3T1569"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";54;"MAL ESTADO";"P";"3T2054"
"MANTENIMIENTO MENOR MT";23323;"C23";"CRUCETA";1;"Red MT Aérea";81;"QUEMADO";"P";"1C2381"
"MANTENIMIENTO MENOR MT";23323;"A11";"ALDUTTI";1;"Red MT Aérea";43;"FUNDIDO-A";"P";"1A1143"
"MANTENIMIENTO MENOR MT";23323;"E05";"EQUIPO DE MEDIDA MT";1;"Red MT Aérea";40;"FALLADO-A";"P";"1E0540"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";47;"HUMEANDO";"P";"1L0247"
"MANTENIMIENTO MENOR MT";23323;"R03";"RECONECTADOR";1;"Red MT Aérea";85;"REVISION";"P";"1R0385"
"MANTENIMIENTO MENOR MT";23323;"M03";"MUFA DE MT";2;"Red MT Subterránea";15;"CONEXIÓN SUELTA";"P";"2M0315"
"OPERACIÓN EQUIPOS DIST. AEREA MT";" $ 15.549 ";"T16";"TRANSF. PARTICULAR";1;"Red MT Aérea";66;"NORMALIZACION";"P";"1T1666"
