"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";82;"REFUERZO PROTECCION";"P";"3P2982"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";89;"SIN CORRIENTE";"P";"5S0389"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";66;"NORMALIZACION";"P";"3P2966"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";12;"CON RAMAS";"P";"4L0212"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";80;"QUEBRADO-A";"P";"4P1680"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5C0169"
"MANTENIMIENTO BT MENOR";18658;"C10";"CAMARILLA";5;"Red BT Subterránea";85;"REVISION";"P";"5C1085"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";12;"CON RAMAS";"P";"1L0212"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";16;"CORTADO-A";"P";"4L0216"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";61;"NO NORMALIZADO";"P";"5C0161"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";8;"BAJO VOLTAJE";"P";"5S0308"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5T0354"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";80;"QUEBRADO-A";"P";"1P1680"
"MANTENIMIENTO BT MENOR";18658;"C10";"CAMARILLA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5C1069"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";65;"NO OFR PELIG URG CAMB";"P";"1P1665"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";70;"OFRECE PELIG URG CAMBIO";"P";"1P1670"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";58;"NO OFR PELIG (PROGRAMAR)";"P";"4P1658"
"MANTENIMIENTO BT MENOR";18658;"R04";"REGLETA CONEX DAE";4;"Red BT Aérea";54;"MAL ESTADO";"P";"4R0454"
"MANTENIMIENTO BT MENOR";18658;"P24";"PROTECC DAE BT";3;"Transformador MT/BT";82;"REFUERZO PROTECCION";"P";"3P2482"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";69;"OTRA FALLA";"P";"3P2969"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";65;"NO OFR PELIG URG CAMB";"P";"4P1665"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";70;"OFRECE PELIG URG CAMBIO";"P";"4P1670"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";16;"CORTADO-A";"P";"5C0116"
"MANTENIMIENTO BT MENOR";18658;"M02";"MOLE";5;"Red BT Subterránea";85;"REVISION";"P";"5M0285"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";58;"NO OFR PELIG (PROGRAMAR)";"P";"1P1658"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";54;"MAL ESTADO";"P";"4P1654"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";74;"PERDIDA DE AISLACION";"P";"5C0174"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";85;"REVISION";"P";"5S0385"
"MANTENIMIENTO BT MENOR";18658;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5T0654"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";48;"INCLINADO";"P";"1P1648"
"MANTENIMIENTO BT MENOR";18658;"L11";"LIMITADOR  AEREO 380V";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4L1166"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";24;"DESPLAZADO";"P";"4P1624"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";35;"ESTRUCTURA A LA VISTA";"P";"4P1635"
"MANTENIMIENTO BT MENOR";18658;"R04";"REGLETA CONEX DAE";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4R0443"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";3;"AISLADO-A";"P";"5C0103"
"MANTENIMIENTO BT MENOR";18658;"M02";"MOLE";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5M0269"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";78;"QUEDO IGUAL";"P";"5S0378"
"MANTENIMIENTO BT MENOR";18658;"C37";"CUBIERTA PLASTICA PVC";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4C3766"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";54;"MAL ESTADO";"P";"4L0254"
"MANTENIMIENTO BT MENOR";18658;"L07";"LINEA DIST. CONC 1F";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4L0766"
"MANTENIMIENTO BT MENOR";18658;"L08";"LINEA DIST. P/ENS. (CALPE)";4;"Red BT Aérea";12;"CON RAMAS";"P";"4L0812"
"MANTENIMIENTO BT MENOR";18658;"L08";"LINEA DIST. P/ENS. (CALPE)";4;"Red BT Aérea";26;"DESTEMPLADO";"P";"4L0826"
"MANTENIMIENTO BT MENOR";18658;"L08";"LINEA DIST. P/ENS. (CALPE)";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4L0866"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";32;"EN EL SUELO";"P";"4P1632"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";4;"Red BT Aérea";85;"REVISION";"P";"4S0385"
"MANTENIMIENTO BT MENOR";18658;"T10";"TIRANTE";4;"Red BT Aérea";16;"CORTADO-A";"P";"4T1016"
"MANTENIMIENTO BT MENOR";18658;"F03";"FUSIBLE";5;"Red BT Subterránea";66;"NORMALIZACION";"P";"5F0366"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5T0369"
"MANTENIMIENTO BT MENOR";18658;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";80;"QUEBRADO-A";"P";"5T0680"
"MANTENIMIENTO BT MENOR";18658;"T23";"TUBO DE SUBIDA O BAJADA";5;"Red BT Subterránea";80;"QUEBRADO-A";"P";"5T2380"
"MANTENIMIENTO BT MENOR";18658;"C23";"CRUCETA";1;"Red MT Aérea";80;"QUEBRADO-A";"P";"1C2380"
"MANTENIMIENTO BT MENOR";18658;"I02";"DESCONECTADOR FUSIBLE MT";1;"Red MT Aérea";5;"ABIERTO";"P";"1I0205"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";16;"CORTADO-A";"P";"1L0216"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";26;"DESTEMPLADO";"P";"1L0226"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";24;"DESPLAZADO";"P";"1P1624"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";54;"MAL ESTADO";"P";"1P1654"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";1;"Red MT Aérea";87;"SENTADO";"P";"1P1687"
"MANTENIMIENTO BT MENOR";18658;"P34";"PUENTE DE DISTRIBUCION";1;"Red MT Aérea";43;"FUNDIDO-A";"P";"1P3443"
"MANTENIMIENTO BT MENOR";18658;"C15";"CHIC (BARRA BT- PROTEC. BT)";3;"Transformador MT/BT";43;"FUNDIDO-A";"P";"3C1543"
"MANTENIMIENTO BT MENOR";18658;"P24";"PROTECC DAE BT";3;"Transformador MT/BT";66;"NORMALIZACION";"P";"3P2466"
"MANTENIMIENTO BT MENOR";18658;"P28";"PROTECCION DE T/D EN MT";3;"Transformador MT/BT";69;"OTRA FALLA";"P";"3P2869"
"MANTENIMIENTO BT MENOR";18658;"P28";"PROTECCION DE T/D EN MT";3;"Transformador MT/BT";82;"REFUERZO PROTECCION";"P";"3P2882"
"MANTENIMIENTO BT MENOR";18658;"C26";"CABLE PREENSAMBLADO ALUMINIO";4;"Red BT Aérea";16;"CORTADO-A";"P";"4C2616"
"MANTENIMIENTO BT MENOR";18658;"C26";"CABLE PREENSAMBLADO ALUMINIO";4;"Red BT Aérea";61;"NO NORMALIZADO";"P";"4C2661"
"MANTENIMIENTO BT MENOR";18658;"C39";"CONECTOR TIPO MUELA";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4C3943"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";17;"CORTO-CIRCUITO";"P";"4L0217"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";21;"DESAPARECIDO-A";"P";"4L0221"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4L0266"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";69;"OTRA FALLA";"P";"4L0269"
"MANTENIMIENTO BT MENOR";18658;"L07";"LINEA DIST. CONC 1F";4;"Red BT Aérea";16;"CORTADO-A";"P";"4L0716"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";69;"OTRA FALLA";"P";"4P1669"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";78;"QUEDO IGUAL";"P";"4P1678"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";87;"SENTADO";"P";"4P1687"
"MANTENIMIENTO BT MENOR";18658;"R04";"REGLETA CONEX DAE";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4R0466"
"MANTENIMIENTO BT MENOR";18658;"T10";"TIRANTE";4;"Red BT Aérea";11;"CHOCADO";"P";"4T1011"
"MANTENIMIENTO BT MENOR";18658;"T10";"TIRANTE";4;"Red BT Aérea";25;"DESPRENDIDO";"P";"4T1025"
"MANTENIMIENTO BT MENOR";18658;"B23";"BOVEDA";5;"Red BT Subterránea";5;"ABIERTO";"P";"5B2305"
"MANTENIMIENTO BT MENOR";18658;"B23";"BOVEDA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5B2369"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";21;"DESAPARECIDO-A";"P";"5C0121"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";23;"DESCUBIERTO";"P";"5C0123"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";61;"NO NORMALIZADO";"P";"5S0361"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";21;"DESAPARECIDO-A";"P";"5T0321"
"MANTENIMIENTO BT MENOR";18658;"A07";"AISLADOR DE DISCO";1;"Red MT Aérea";55;"METALIZADO";"P";"1A0755"
"MANTENIMIENTO BT MENOR";18658;"A07";"AISLADOR DE DISCO";1;"Red MT Aérea";80;"QUEBRADO-A";"P";"1A0780"
"MANTENIMIENTO BT MENOR";18658;"A11";"ALDUTTI";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1A1169"
"MANTENIMIENTO BT MENOR";18658;"C11";"CANDADO ALDUTTI";1;"Red MT Aérea";21;"DESAPARECIDO-A";"P";"1C1121"
"MANTENIMIENTO BT MENOR";18658;"C25";"CUCHILLO LOAD BUSTER";1;"Red MT Aérea";43;"FUNDIDO-A";"P";"1C2543"
"MANTENIMIENTO BT MENOR";18658;"I02";"DESCONECTADOR FUSIBLE MT";1;"Red MT Aérea";54;"MAL ESTADO";"P";"1I0254"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";66;"NORMALIZACION";"P";"1L0266"
"MANTENIMIENTO BT MENOR";18658;"T10";"TIRANTE";1;"Red MT Aérea";11;"CHOCADO";"P";"1T1011"
"MANTENIMIENTO BT MENOR";18658;"B23";"BOVEDA";2;"Red MT Subterránea";69;"OTRA FALLA";"P";"2B2369"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";2;"Red MT Subterránea";69;"OTRA FALLA";"P";"2C0169"
"MANTENIMIENTO BT MENOR";18658;"D03";"DESCONECTADOR SUBTERRANEO SF6";2;"Red MT Subterránea";5;"ABIERTO";"P";"2D0305"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";58;"NO OFR PELIG (PROGRAMAR)";"P";"3P1658"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";80;"QUEBRADO-A";"P";"3P1680"
"MANTENIMIENTO BT MENOR";18658;"P28";"PROTECCION DE T/D EN MT";3;"Transformador MT/BT";66;"NORMALIZACION";"P";"3P2866"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";54;"MAL ESTADO";"P";"3P2954"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";61;"NO NORMALIZADO";"P";"3P2961"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";3;"Transformador MT/BT";64;"NO RESISTE";"P";"3P2964"
"MANTENIMIENTO BT MENOR";18658;"T12";"TRANSF. DAE";3;"Transformador MT/BT";66;"NORMALIZACION";"P";"3T1266"
"MANTENIMIENTO BT MENOR";18658;"T12";"TRANSF. DAE";3;"Transformador MT/BT";69;"OTRA FALLA";"P";"3T1269"
"MANTENIMIENTO BT MENOR";18658;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";29;"DESCONECTADO";"P";"3T2029"
"MANTENIMIENTO BT MENOR";18658;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";38;"EQUILIBRIO DE CARGA";"P";"3T2038"
"MANTENIMIENTO BT MENOR";18658;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";69;"OTRA FALLA";"P";"3T2069"
"MANTENIMIENTO BT MENOR";18658;"C05";"CAJA DISTRIBUCION DAE";4;"Red BT Aérea";17;"CORTO-CIRCUITO";"P";"4C0517"
"MANTENIMIENTO BT MENOR";18658;"C05";"CAJA DISTRIBUCION DAE";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4C0543"
"MANTENIMIENTO BT MENOR";18658;"C05";"CAJA DISTRIBUCION DAE";4;"Red BT Aérea";69;"OTRA FALLA";"P";"4C0569"
"MANTENIMIENTO BT MENOR";18658;"C20";"CHIC. (PROT. BT. T/D  A RED)";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4C2043"
"MANTENIMIENTO BT MENOR";18658;"C26";"CABLE PREENSAMBLADO ALUMINIO";4;"Red BT Aérea";25;"DESPRENDIDO";"P";"4C2625"
"MANTENIMIENTO BT MENOR";18658;"C26";"CABLE PREENSAMBLADO ALUMINIO";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4C2643"
"MANTENIMIENTO BT MENOR";18658;"C37";"CUBIERTA PLASTICA PVC";4;"Red BT Aérea";80;"QUEBRADO-A";"P";"4C3780"
"MANTENIMIENTO BT MENOR";18658;"F03";"FUSIBLE";4;"Red BT Aérea";61;"NO NORMALIZADO";"P";"4F0361"
"MANTENIMIENTO BT MENOR";18658;"G06";"GRAMPA DE RETENSION";4;"Red BT Aérea";80;"QUEBRADO-A";"P";"4G0680"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";3;"AISLADO-A";"P";"4L0203"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";26;"DESTEMPLADO";"P";"4L0226"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";61;"NO NORMALIZADO";"P";"4L0261"
"MANTENIMIENTO BT MENOR";18658;"L02";"LINEA DE DISTRIBUCION";4;"Red BT Aérea";78;"QUEDO IGUAL";"P";"4L0278"
"MANTENIMIENTO BT MENOR";18658;"L07";"LINEA DIST. CONC 1F";4;"Red BT Aérea";17;"CORTO-CIRCUITO";"P";"4L0717"
"MANTENIMIENTO BT MENOR";18658;"L07";"LINEA DIST. CONC 1F";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4L0743"
"MANTENIMIENTO BT MENOR";18658;"L08";"LINEA DIST. P/ENS. (CALPE)";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4L0843"
"MANTENIMIENTO BT MENOR";18658;"N01";"NEUTRO";4;"Red BT Aérea";3;"AISLADO-A";"P";"4N0103"
"MANTENIMIENTO BT MENOR";18658;"P03";"CONTACTO HEMBRA INF TRIPOLAR BT";4;"Red BT Aérea";43;"FUNDIDO-A";"P";"4P0343"
"MANTENIMIENTO BT MENOR";18658;"P03";"CONTACTO HEMBRA INF TRIPOLAR BT";4;"Red BT Aérea";54;"MAL ESTADO";"P";"4P0354"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";91;"SOCAVADO";"P";"4P1691"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";4;"Red BT Aérea";97;"VARIACION DE VOLTAJE";"P";"4S0397"
"MANTENIMIENTO BT MENOR";18658;"T10";"TIRANTE";4;"Red BT Aérea";98;"RETIRADO";"P";"4T1098"
"MANTENIMIENTO BT MENOR";18658;"T17";"TRIPOLAR";4;"Red BT Aérea";66;"NORMALIZACION";"P";"4T1766"
"MANTENIMIENTO BT MENOR";18658;"T20";"TRANSF. DISTRIBUCION AEREO";4;"Red BT Aérea";69;"OTRA FALLA";"P";"4T2069"
"MANTENIMIENTO BT MENOR";18658;"Z01";"ZONA";4;"Red BT Aérea";60;"NO CORRESPONDE A LA COMPAÑIA";"P";"4Z0160"
"MANTENIMIENTO BT MENOR";18658;"B23";"BOVEDA";5;"Red BT Subterránea";67;"OBJETO CAIDO";"P";"5B2367"
"MANTENIMIENTO BT MENOR";18658;"C03";"CAJA DISTRIB BT SUBTERRANEA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5C0354"
"MANTENIMIENTO BT MENOR";18658;"C09";"CAMARA";5;"Red BT Subterránea";47;"HUMEANDO";"P";"5C0947"
"MANTENIMIENTO BT MENOR";18658;"C09";"CAMARA";5;"Red BT Subterránea";85;"REVISION";"P";"5C0985"
"MANTENIMIENTO BT MENOR";18658;"C10";"CAMARILLA";5;"Red BT Subterránea";27;"DESTROZADO";"P";"5C1027"
"MANTENIMIENTO BT MENOR";18658;"C10";"CAMARILLA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5C1054"
"MANTENIMIENTO BT MENOR";18658;"C46";"CABLE BAJADA/SUBIDA";5;"Red BT Subterránea";3;"AISLADO-A";"P";"5C4603"
"MANTENIMIENTO BT MENOR";18658;"C46";"CABLE BAJADA/SUBIDA";5;"Red BT Subterránea";40;"FALLADO-A";"P";"5C4640"
"MANTENIMIENTO BT MENOR";18658;"C46";"CABLE BAJADA/SUBIDA";5;"Red BT Subterránea";43;"FUNDIDO-A";"P";"5C4643"
"MANTENIMIENTO BT MENOR";18658;"C46";"CABLE BAJADA/SUBIDA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5C4669"
"MANTENIMIENTO BT MENOR";18658;"F01";"FASE";5;"Red BT Subterránea";29;"DESCONECTADO";"P";"5F0129"
"MANTENIMIENTO BT MENOR";18658;"M02";"MOLE";5;"Red BT Subterránea";41;"FILTRACION DE AGUA";"P";"5M0241"
"MANTENIMIENTO BT MENOR";18658;"M02";"MOLE";5;"Red BT Subterránea";52;"INACCESIBLE";"P";"5M0252"
"MANTENIMIENTO BT MENOR";18658;"N01";"NEUTRO";5;"Red BT Subterránea";16;"CORTADO-A";"P";"5N0116"
"MANTENIMIENTO BT MENOR";18658;"N01";"NEUTRO";5;"Red BT Subterránea";21;"DESAPARECIDO-A";"P";"5N0121"
"MANTENIMIENTO BT MENOR";18658;"P12";"PORTA BURNDY";5;"Red BT Subterránea";43;"FUNDIDO-A";"P";"5P1243"
"MANTENIMIENTO BT MENOR";18658;"P29";"PROTECC T/D EN BT";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5P2969"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";31;"ELECTRIZADO-A";"P";"5S0331"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";66;"NORMALIZACION";"P";"5S0366"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";5;"Red BT Subterránea";97;"VARIACION DE VOLTAJE";"P";"5S0397"
"MANTENIMIENTO BT MENOR";18658;"S04";"SEMICAMARA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5S0469"
"MANTENIMIENTO BT MENOR";18658;"S05";"STUD MOLE";5;"Red BT Subterránea";43;"FUNDIDO-A";"P";"5S0543"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";61;"NO NORMALIZADO";"P";"5T0361"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";70;"OFRECE PELIG URG CAMBIO";"P";"5T0370"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";78;"QUEDO IGUAL";"P";"5T0378"
"MANTENIMIENTO BT MENOR";18658;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";27;"DESTROZADO";"P";"5T0627"
"MANTENIMIENTO BT MENOR";18658;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";66;"NORMALIZACION";"P";"5T0666"
"MANTENIMIENTO BT MENOR";18658;"T06";"TAPA DE CAMARILLA";5;"Red BT Subterránea";70;"OFRECE PELIG URG CAMBIO";"P";"5T0670"
"MANTENIMIENTO BT MENOR";18658;"Z01";"ZONA";5;"Red BT Subterránea";85;"REVISION";"P";"5Z0185"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";40;"FALLADO-A";"P";"5C0140"
"MANTENIMIENTO BT MENOR";18658;"P16";"POSTE DISTRIBUCION";4;"Red BT Aérea";48;"INCLINADO";"P";"4P1648"
"MANTENIMIENTO BT MENOR";18658;"C09";"CAMARA";5;"Red BT Subterránea";69;"OTRA FALLA";"P";"5C0969"
"MANTENIMIENTO BT MENOR";18658;"M02";"MOLE";5;"Red BT Subterránea";5;"ABIERTO";"P";"5M0205"
"MANTENIMIENTO BT MENOR";18658;"T03";"TAPA CAMARA";5;"Red BT Subterránea";80;"QUEBRADO-A";"P";"5T0380"
"MANTENIMIENTO BT MENOR";18658;"L14";"LIMITADOR  AEREO (220V)";4;"Red BT Aérea";64;"NO RESISTE";"P";"4L1464"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";4;"Red BT Aérea";36;"EXCESO DE VOLTAJE";"P";"4S0336"
"MANTENIMIENTO BT MENOR";18658;"S03";"SECTOR";4;"Red BT Aérea";89;"SIN CORRIENTE";"P";"4S0389"
"MANTENIMIENTO BT MENOR";18658;"B23";"BOVEDA";5;"Red BT Subterránea";52;"INACCESIBLE";"P";"5B2352"
"MANTENIMIENTO BT MENOR";18658;"C01";"CABLE DE DISTRIBUCION";5;"Red BT Subterránea";43;"FUNDIDO-A";"P";"5C0143"
"MANTENIMIENTO BT MENOR";18658;"C09";"CAMARA";5;"Red BT Subterránea";42;"FILTRACION DE GAS";"P";"5C0942"
"MANTENIMIENTO BT MENOR";18658;"C46";"CABLE BAJADA/SUBIDA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5C4654"
"MANTENIMIENTO BT MENOR";18658;"F03";"FUSIBLE";5;"Red BT Subterránea";16;"CORTADO-A";"P";"5F0316"
"MANTENIMIENTO BT MENOR";18658;"S04";"SEMICAMARA";5;"Red BT Subterránea";54;"MAL ESTADO";"P";"5S0454"
"MANTENIMIENTO BT MENOR";18658;"S05";"STUD MOLE";5;"Red BT Subterránea";66;"NORMALIZACION";"P";"5S0566"
"MANTENIMIENTO MENOR MT";23323;"I02";"DESCONECTADOR FUSIBLE MT";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1I0269"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";17;"CORTO-CIRCUITO";"P";"1L0217"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";25;"DESPRENDIDO";"P";"1L0225"
"MANTENIMIENTO MENOR MT";23323;"P16";"POSTE DISTRIBUCION";3;"Transformador MT/BT";65;"NO OFR PELIG URG CAMB";"P";"3P1665"
"MANTENIMIENTO MENOR MT";23323;"T20";"TRANSF. DISTRIBUCION AEREO";3;"Transformador MT/BT";85;"REVISION";"P";"3T2085"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";67;"OBJETO CAIDO";"P";"1L0267"
"MANTENIMIENTO MENOR MT";23323;"L02";"LINEA DE DISTRIBUCION";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1L0269"
"MANTENIMIENTO MENOR MT";23323;"P50";"PROTECC. ARRANQUE MT";1;"Red MT Aérea";61;"NO NORMALIZADO";"P";"1P5061"
"MANTENIMIENTO MENOR MT";23323;"P50";"PROTECC. ARRANQUE MT";1;"Red MT Aérea";69;"OTRA FALLA";"P";"1P5069"
"MANTENIMIENTO MENOR MT";23323;"T10";"TIRANTE";1;"Red MT Aérea";16;"CORTADO-A";"P";"1T1016"
"MANTENIMIENTO MENOR MT";23323;"T12";"TRANSF. DAE";1;"Red MT Aérea";40;"FALLADO-A";"P";"1T1240"
"MANTENIMIENTO MENOR MT";23323;"C18";"CHIC (PPF MT A RED MT)";3;"Transformador MT/BT";19;"CONEXIÓN FUNDIDA";"P";"3C1819"
