"MARCA_RECURSO_INSUFICIENTE";"CUADRILLA DESASIGNADA";"COD_MOVIL";"TIPO";"ESTADO EVENTO";"ESTADO TERMINACION";"CODIGO AMBITO";"COD ELEMENTO AVERIADO";"COD CONDICION";"BAREMO";"PRECIO"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"C26";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P43";"80";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"L02";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P16";"11";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"C39";"66";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T01";"40";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"L07";"85";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"D02";"89";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"5";"C01";"40";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"L02";"26";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B01";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L09";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"L11";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C28";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P25";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"C33";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"L11";"66";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"S03";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"R06";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"C07";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"M01";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L02";"03";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"F01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T01";"17";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P18";"32";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B08";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P26";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"L06";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"U01";"29";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B17";"19";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"C46";"14";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"C30";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A02";"14";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P19";"32";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L09";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L05";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"4";"C44";"19";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"5";"F01";"66";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"5";"C46";"69";"MANTENIMIENTO BT MENOR";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A02";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T01";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"U01";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"L06";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L09";"13";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T01";"19";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T01";"64";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T01";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C02";"74";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B08";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"E06";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P25";"21";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P26";"40";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"L12";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"D02";"89";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"L12";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P25";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"C41";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L05";"03";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A02";"71";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P16";"11";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L02";"12";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B08";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P33";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"21";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A02";"74";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C28";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P43";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P10";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"25";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P26";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"U01";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"L12";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"I01";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P25";"77";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"N01";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P49";"40";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P43";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A02";"29";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P43";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T01";"77";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P25";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P19";"24";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"R06";"19";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"U01";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T01";"77";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P40";"66";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"L02";"03";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"C09";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C07";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C30";"74";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"C07";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"L05";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T04";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P19";"11";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C02";"16";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"L12";"81";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P40";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"E06";"78";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"M01";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P25";"29";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P25";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C07";"85";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"U01";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"61";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P10";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P22";"48";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P22";"11";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"L02";"12";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"C26";"03";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"B09";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"R06";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P41";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P22";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"D02";"08";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P26";"22";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
