"MARCA_RECURSO_INSUFICIENTE";"CUADRILLA DESASIGNADA";"COD_MOVIL";"TIPO";"ESTADO EVENTO";"ESTADO TERMINACION";"CODIGO AMBITO";"COD ELEMENTO AVERIADO";"COD CONDICION";"BAREMO";"PRECIO"
"SI";"SI";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"*";"*";"*";"ATENCION RECLAMO DOM.FALSA ALARMA C.RED";"11102"
"SI";"SI";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"*";"*";"*";"ATENCION RECLAMO DOM.FALSA ALARMA C.RED PROVISORIO";"11102"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"P16";"11";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P25";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L09";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"16";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"17";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"D02";"57";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"D02";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P26";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"P22";"11";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B01";"17";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P33";"92";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"P22";"31";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"P22";"80";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"16";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"L12";"64";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"A02";"16";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P25";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"12";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"D02";"85";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C07";"89";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B09";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"B08";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P25";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P26";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P26";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P25";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B08";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B08";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C30";"15";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L09";"17";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"D02";"93";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C28";"27";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A01";"17";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"I01";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"D02";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"19";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B08";"19";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P16";"11";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C07";"93";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P15";"80";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C06";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"25";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P25";"55";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"D02";"89";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P10";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P26";"77";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P26";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P40";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"D02";"89";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P15";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"M01";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"C07";"25";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"I01";"97";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L05";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P10";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A01";"12";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"9";"C10";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P40";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P26";"77";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C07";"85";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"M01";"40";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"66";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"T04";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P25";"66";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"63";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"17";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"L12";"66";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L07";"03";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B01";"66";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B01";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"T04";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"M01";"63";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P26";"61";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"M01";"07";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P26";"78";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P15";"80";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"77";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A01";"61";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P43";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"E03";"25";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P15";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L05";"16";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"85";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"74";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"B18";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"E03";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A01";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P40";"43";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"L09";"06";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"13";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"P40";"77";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"T04";"21";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P25";"78";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"P26";"66";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"D02";"08";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"C02";"21";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"A02";"61";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"8";"P16";"32";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"C27";"69";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C02";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"6";"M01";"54";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"7";"C06";"85";"ATENCION RECLAMO DOMICILIO PROVISORIO CUADRILLA RED";"15860"
