"BAREMO";"PRECIO";"COD ELEMENTO AVERIADO";"DESCRIPCION ELEMENTO AVERIADO";"CODIGO AMBITO";"DESCRIPCION AMBITO";"COD CONDICION";"DESCRIPCION CONDICION";"Eventos_Averiados.ESTADO";"CODIGOS"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";58;"NO OFR PELIG (PROGRAMAR)";"T";"8P2258"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";90;"SIN TAPA";"T";"8P2290"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";98;"RETIRADO";"T";"8P2298"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";8;"Alumbrado Público";61;"NO NORMALIZADO";"T";"8P2561"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";8;"Alumbrado Público";69;"OTRA FALLA";"T";"8P2569"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P42";"POSTE APOYO DE MEDIDOR";8;"Alumbrado Público";54;"MAL ESTADO";"T";"8P4254"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P49";"PROTECC AP MUNICIPAL";8;"Alumbrado Público";40;"FALLADO-A";"T";"8P4940"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"S03";"SECTOR";8;"Alumbrado Público";66;"NORMALIZACION";"T";"8S0366"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";8;"Alumbrado Público";66;"NORMALIZACION";"T";"8T0166"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";8;"Alumbrado Público";69;"OTRA FALLA";"T";"8T0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";8;"Alumbrado Público";15;"CONEXIÓN SUELTA";"T";"8U0115"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C09";"CAMARA";9;"Otra Empresa";54;"MAL ESTADO";"T";"9C0954"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C10";"CAMARILLA";9;"Otra Empresa";69;"OTRA FALLA";"T";"9C1069"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C46";"CABLE BAJADA/SUBIDA";9;"Otra Empresa";23;"DESCUBIERTO";"T";"9C4623"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";54;"MAL ESTADO";"T";"9L0254"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";78;"QUEDO IGUAL";"T";"9L0278"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";9;"Otra Empresa";26;"DESTEMPLADO";"T";"9L0626"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";9;"Otra Empresa";54;"MAL ESTADO";"T";"9L0654"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";9;"Otra Empresa";66;"NORMALIZACION";"T";"9L0666"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";9;"Otra Empresa";67;"OBJETO CAIDO";"T";"9L0667"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P16";"POSTE DISTRIBUCION";9;"Otra Empresa";48;"INCLINADO";"T";"9P1648"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P16";"POSTE DISTRIBUCION";9;"Otra Empresa";70;"OFRECE PELIG URG CAMBIO";"T";"9P1670"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P16";"POSTE DISTRIBUCION";9;"Otra Empresa";80;"QUEBRADO-A";"T";"9P1680"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P19";"POSTE OTRA EMPRESA";9;"Otra Empresa";24;"DESPLAZADO";"T";"9P1924"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";21;"DESAPARECIDO-A";"T";"6A0121"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";29;"DESCONECTADO";"T";"6A0129"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";54;"MAL ESTADO";"T";"6A0154"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6A0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";40;"FALLADO-A";"T";"6A0240"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";54;"MAL ESTADO";"T";"6A0254"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";78;"QUEDO IGUAL";"T";"6A0278"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";92;"SUELTO-A";"T";"6A0292"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B08";"BLOCK DE CONEX  (220V)";6;"Cliente Aéreo";15;"CONEXIÓN SUELTA";"T";"6B0815"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B08";"BLOCK DE CONEX  (220V)";6;"Cliente Aéreo";43;"FUNDIDO-A";"T";"6B0843"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B08";"BLOCK DE CONEX  (220V)";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6B0869"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B09";"BLOCK DE PRUEBA (220V)";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6B0969"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"E03";"EXTENSION METALICA DE EMPALME";6;"Cliente Aéreo";48;"INCLINADO";"T";"6E0348"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"E06";"EMPALME TRIFASICO";6;"Cliente Aéreo";15;"CONEXIÓN SUELTA";"T";"6E0615"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"M01";"MEDIDOR";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6M0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"N01";"NEUTRO";6;"Cliente Aéreo";16;"CORTADO-A";"T";"6N0116"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P10";"PLACA LOZA 25 AMP.";6;"Cliente Aéreo";54;"MAL ESTADO";"T";"6P1054"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";62;"NO OPERATIVO";"T";"6P2562"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";78;"QUEDO IGUAL";"T";"6P2578"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P43";"POSTE DE PASO DE ACOMETIDA";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6P4369"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P43";"POSTE DE PASO DE ACOMETIDA";6;"Cliente Aéreo";78;"QUEDO IGUAL";"T";"6P4378"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T04";"TAPA CAJA EMP.";6;"Cliente Aéreo";5;"ABIERTO";"T";"6T0405"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";6;"Cliente Aéreo";29;"DESCONECTADO";"T";"6U0129"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";6;"Cliente Aéreo";54;"MAL ESTADO";"T";"6U0154"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C07";"CAJA EMP. MONOFASICA";7;"Cliente Subterráneo";85;"REVISION";"T";"7C0785"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C28";"CAJA EMP. TRIFASICA";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7C2866"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"D02";"DOMICILIO";7;"Cliente Subterráneo";31;"ELECTRIZADO-A";"T";"7D0231"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"D02";"DOMICILIO";7;"Cliente Subterráneo";89;"SIN CORRIENTE";"T";"7D0289"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";7;"Cliente Subterráneo";3;"AISLADO-A";"T";"7L0603"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";7;"Cliente Subterráneo";17;"CORTO-CIRCUITO";"T";"7L0617"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L12";"LIMITADOR EN EDIFICIO";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7L1292"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P10";"PLACA LOZA 25 AMP.";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P1092"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";15;"CONEXIÓN SUELTA";"T";"7P2515"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P2692"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P40";"PLACA LOZA 60 AMP";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P4066"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";17;"CORTO-CIRCUITO";"T";"7T0117"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";19;"CONEXIÓN FUNDIDA";"T";"7T0119"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";16;"CORTADO-A";"T";"7U0116"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7U0143"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";78;"QUEDO IGUAL";"T";"7U0178"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L05";"LINEA AP MUNICIPAL";8;"Alumbrado Público";12;"CON RAMAS";"T";"8L0512"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L05";"LINEA AP MUNICIPAL";8;"Alumbrado Público";16;"CORTADO-A";"T";"8L0516"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L09";"LUMINARIA";8;"Alumbrado Público";17;"CORTO-CIRCUITO";"T";"8L0917"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";3;"AISLADO-A";"T";"8P2203"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";32;"EN EL SUELO";"T";"8P2232"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";54;"MAL ESTADO";"T";"8P2254"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P49";"PROTECC AP MUNICIPAL";8;"Alumbrado Público";29;"DESCONECTADO";"T";"8P4929"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C10";"CAMARILLA";9;"Otra Empresa";54;"MAL ESTADO";"T";"9C1054"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";12;"CON RAMAS";"T";"9L0212"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";25;"DESPRENDIDO";"T";"9L0225"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L04";"LINEA APOYADA OTRA EMPR.";9;"Otra Empresa";25;"DESPRENDIDO";"T";"9L0425"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";9;"Otra Empresa";3;"AISLADO-A";"T";"9L0603"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P19";"POSTE OTRA EMPRESA";9;"Otra Empresa";32;"EN EL SUELO";"T";"9P1932"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P19";"POSTE OTRA EMPRESA";9;"Otra Empresa";48;"INCLINADO";"T";"9P1948"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P19";"POSTE OTRA EMPRESA";9;"Otra Empresa";69;"OTRA FALLA";"T";"9P1969"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";21;"DESAPARECIDO-A";"T";"6A0221"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C07";"CAJA EMP. MONOFASICA";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6C0769"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C30";"CHICOTE CAJA EMP.";6;"Cliente Aéreo";43;"FUNDIDO-A";"T";"6C3043"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"D02";"DOMICILIO";6;"Cliente Aéreo";89;"SIN CORRIENTE";"T";"6D0289"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"E03";"EXTENSION METALICA DE EMPALME";6;"Cliente Aéreo";25;"DESPRENDIDO";"T";"6E0325"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"E03";"EXTENSION METALICA DE EMPALME";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6E0369"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"I01";"IND. O EDIFICIO";6;"Cliente Aéreo";78;"QUEDO IGUAL";"T";"6I0178"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6L0666"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P10";"PLACA LOZA 25 AMP.";6;"Cliente Aéreo";43;"FUNDIDO-A";"T";"6P1043"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P10";"PLACA LOZA 25 AMP.";6;"Cliente Aéreo";92;"SUELTO-A";"T";"6P1092"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P37";"PIEZA DESCONECTADORA";6;"Cliente Aéreo";19;"CONEXIÓN FUNDIDA";"T";"6P3719"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P43";"POSTE DE PASO DE ACOMETIDA";6;"Cliente Aéreo";48;"INCLINADO";"T";"6P4348"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P43";"POSTE DE PASO DE ACOMETIDA";6;"Cliente Aéreo";80;"QUEBRADO-A";"T";"6P4380"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"R01";"RACK EMP.";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6R0166"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";16;"CORTADO-A";"T";"7C0216"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";40;"FALLADO-A";"T";"7C0240"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";61;"NO NORMALIZADO";"T";"7C0261"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7L0643"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7P2643"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P33";"PUENTE BLOCK PRUEBA (220V)";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P3366"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";29;"DESCONECTADO";"T";"7T0129"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";61;"NO NORMALIZADO";"T";"7T0161"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";77;"PUENTEADO-A";"T";"7T0177"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";78;"QUEDO IGUAL";"T";"7T0178"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T04";"TAPA CAJA EMP.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7T0466"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";85;"REVISION";"T";"7U0185"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";8;"Alumbrado Público";66;"NORMALIZACION";"T";"8A0266"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C33";"CONECTOR UDI-I";8;"Alumbrado Público";15;"CONEXIÓN SUELTA";"T";"8C3315"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L05";"LINEA AP MUNICIPAL";8;"Alumbrado Público";3;"AISLADO-A";"T";"8L0503"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L07";"LINEA DIST. CONC 1F";8;"Alumbrado Público";3;"AISLADO-A";"T";"8L0703"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";11;"CHOCADO";"T";"8P2211"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"S03";"SECTOR";8;"Alumbrado Público";85;"REVISION";"T";"8S0385"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P16";"POSTE DISTRIBUCION";9;"Otra Empresa";78;"QUEDO IGUAL";"T";"9P1678"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";12;"CON RAMAS";"T";"6A0112"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";22;"DESCONECTO-AR";"T";"6A0222"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";6;"Cliente Aéreo";29;"DESCONECTADO";"T";"6A0229"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"D02";"DOMICILIO";6;"Cliente Aéreo";31;"ELECTRIZADO-A";"T";"6D0231"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"E03";"EXTENSION METALICA DE EMPALME";6;"Cliente Aéreo";80;"QUEBRADO-A";"T";"6E0380"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"F01";"FASE";6;"Cliente Aéreo";15;"CONEXIÓN SUELTA";"T";"6F0115"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"I01";"IND. O EDIFICIO";6;"Cliente Aéreo";69;"OTRA FALLA";"T";"6I0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L06";"LINEA PARTICULAR";6;"Cliente Aéreo";3;"AISLADO-A";"T";"6L0603"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L12";"LIMITADOR EN EDIFICIO";6;"Cliente Aéreo";66;"NORMALIZACION";"T";"6L1266"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";15;"CONEXIÓN SUELTA";"T";"6P2515"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"R01";"RACK EMP.";6;"Cliente Aéreo";25;"DESPRENDIDO";"T";"6R0125"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";6;"Cliente Aéreo";29;"DESCONECTADO";"T";"6T0129"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";6;"Cliente Aéreo";61;"NO NORMALIZADO";"T";"6T0161"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";6;"Cliente Aéreo";77;"PUENTEADO-A";"T";"6T0177"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";6;"Cliente Aéreo";78;"QUEDO IGUAL";"T";"6T0178"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B09";"BLOCK DE PRUEBA (220V)";7;"Cliente Subterráneo";43;"FUNDIDO-A";"T";"7B0943"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B09";"BLOCK DE PRUEBA (220V)";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7B0966"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C07";"CAJA EMP. MONOFASICA";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7C0766"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C30";"CHICOTE CAJA EMP.";7;"Cliente Subterráneo";19;"CONEXIÓN FUNDIDA";"T";"7C3019"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"F01";"FASE";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7F0166"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L12";"LIMITADOR EN EDIFICIO";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7L1269"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"M01";"MEDIDOR";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7M0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";92;"SUELTO-A";"T";"7P2592"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C33";"CONECTOR UDI-I";8;"Alumbrado Público";66;"NORMALIZACION";"T";"8C3366"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L09";"LUMINARIA";8;"Alumbrado Público";69;"OTRA FALLA";"T";"8L0969"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P22";"POSTE METALICO  DE AP";8;"Alumbrado Público";69;"OTRA FALLA";"T";"8P2269"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L02";"LINEA DE DISTRIBUCION";9;"Otra Empresa";3;"AISLADO-A";"T";"9L0203"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P19";"POSTE OTRA EMPRESA";9;"Otra Empresa";11;"CHOCADO";"T";"9P1911"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";19;"CONEXIÓN FUNDIDA";"T";"6A0119"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"B09";"BLOCK DE PRUEBA (220V)";6;"Cliente Aéreo";15;"CONEXIÓN SUELTA";"T";"6B0915"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C30";"CHICOTE CAJA EMP.";6;"Cliente Aéreo";19;"CONEXIÓN FUNDIDA";"T";"6C3019"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"F01";"FASE";6;"Cliente Aéreo";19;"CONEXIÓN FUNDIDA";"T";"6F0119"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";6;"Cliente Aéreo";29;"DESCONECTADO";"T";"6P2529"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P43";"POSTE DE PASO DE ACOMETIDA";6;"Cliente Aéreo";54;"MAL ESTADO";"T";"6P4354"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";6;"Cliente Aéreo";85;"REVISION";"T";"6U0185"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"C02";"CABLE EMPALME";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7C0269"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"I01";"IND. O EDIFICIO";7;"Cliente Subterráneo";69;"OTRA FALLA";"T";"7I0169"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P10";"PLACA LOZA 25 AMP.";7;"Cliente Subterráneo";66;"NORMALIZACION";"T";"7P1066"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";21;"DESAPARECIDO-A";"T";"7P2521"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P25";"PROTECC EMP. 220V";7;"Cliente Subterráneo";54;"MAL ESTADO";"T";"7P2554"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P26";"PROTECC EMP. 380V";7;"Cliente Subterráneo";40;"FALLADO-A";"T";"7P2640"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"T01";"TABLERO CLTE.";7;"Cliente Subterráneo";15;"CONEXIÓN SUELTA";"T";"7T0115"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"U01";"UNION A TABLERO";7;"Cliente Subterráneo";19;"CONEXIÓN FUNDIDA";"T";"7U0119"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A02";"ACOMETIDA CONCEN";8;"Alumbrado Público";15;"CONEXIÓN SUELTA";"T";"8A0215"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L09";"LUMINARIA";8;"Alumbrado Público";6;"APAGADO";"T";"8L0906"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L09";"LUMINARIA";8;"Alumbrado Público";40;"FALLADO-A";"T";"8L0940"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"P49";"PROTECC AP MUNICIPAL";8;"Alumbrado Público";66;"NORMALIZACION";"T";"8P4966"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"L04";"LINEA APOYADA OTRA EMPR.";9;"Otra Empresa";78;"QUEDO IGUAL";"T";"9L0478"
"ATENCION RECLAMO DOMICILIO CUADRILLA RED";18658;"A01";"ACOMETIDA";6;"Cliente Aéreo";3;"AISLADO-A";"T";"6A0103"
