EVENTO;ELEMENTO UBICADO;CODIGO ELEMENTO RESPONSABLE;DESCRIPCION ELEMENTO RESPONSABLE;CODIGO AMBITO;DESCRIPCION AMBITO;CODIGO CONDICION;DESCRIPCION CONDICION;OBSERVACIONES
B1822005;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822006;;Z01;ZONA;4;Red BT AÇrea;85;REVISION;
B1822008;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1822009;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;29;DESCONECTADO;
B1822010;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;69;OTRA FALLA;
B1822011;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822012;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;29;DESCONECTADO;
B1822013;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822014;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822015;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;54;MAL ESTADO;
B1822016;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822017;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822018;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;21;DESAPARECIDO-A;
B1822019;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822020;;T01;TABLERO CLTE.;7;Cliente Subterr†neo;29;DESCONECTADO;
B1822021;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;5;ABIERTO;
B1822022;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822023;;B01;BAJADA EMPALME;6;Cliente AÇreo;66;NORMALIZACION;
B1822024;;R03;RECONECTADOR;1;Red MT AÇrea;69;OTRA FALLA;
B1822025;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822026;;D02;DOMICILIO;6;Cliente AÇreo;69;OTRA FALLA;
B1822027;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822028;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822029;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;29;DESCONECTADO;
B1822030;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822032;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822034;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822035;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822036;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;66;NORMALIZACION;
B1822039;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822040;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822041;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;5;ABIERTO;
B1822042;;R03;RECONECTADOR;1;Red MT AÇrea;69;OTRA FALLA;
B1822043;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822044;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;62;NO OPERATIVO;
B1822046;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822047;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822049;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822050;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;16;CORTADO-A;
B1822053;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822055;;P24;PROTECC DAE BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1822056;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822057;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822060;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;69;OTRA FALLA;
B1822061;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822062;;A11;ALDUTTI;1;Red MT AÇrea;5;ABIERTO;
B1822064;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822065;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822066;;I02;DESCONECTADOR FUSIBLE MT;1;Red MT AÇrea;1;CERRADO;
B1822067;;C01;CABLE DE DISTRIBUCION;5;Red BT Subterr†nea;40;FALLADO-A;
B1822068;;P42;POSTE APOYO DE MEDIDOR;6;Cliente AÇreo;54;MAL ESTADO;
B1822069;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822070;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822071;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822072;;I01;IND. O EDIFICIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822075;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822076;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822077;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822078;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822080;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822081;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822082;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822083;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822084;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822085;;P50;PROTECC. ARRANQUE MT;1;Red MT AÇrea;61;NO NORMALIZADO;
B1822086;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1822087;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822088;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;16;CORTADO-A;
B1822091;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822092;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822094;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822095;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822096;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822097;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822098;;A01;ACOMETIDA;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822099;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822100;;A01;ACOMETIDA;6;Cliente AÇreo;16;CORTADO-A;
B1822101;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822102;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822103;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1822105;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822106;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822108;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;66;NORMALIZACION;
B1822110;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822112;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822113;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822114;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1822115;;S03;SECTOR;4;Red BT AÇrea;89;SIN CORRIENTE;
B1822116;;P50;PROTECC. ARRANQUE MT;1;Red MT AÇrea;66;NORMALIZACION;
B1822122;;Z01;ZONA;1;Red MT AÇrea;85;REVISION;
B1822127;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822132;;U01;UNION A TABLERO;7;Cliente Subterr†neo;15;CONEXI‡N SUELTA;
B1822134;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;92;SUELTO-A;
B1822137;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1822139;;B01;BAJADA EMPALME;6;Cliente AÇreo;16;CORTADO-A;
B1822140;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822141;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822142;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822144;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822147;;U01;UNION A TABLERO;7;Cliente Subterr†neo;15;CONEXI‡N SUELTA;
B1822148;;F03;FUSIBLE;1;Red MT AÇrea;16;CORTADO-A;
B1822149;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822150;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822153;;P19;POSTE OTRA EMPRESA;9;Otra Empresa;11;CHOCADO;
B1822154;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822157;;D02;DOMICILIO;7;Cliente Subterr†neo;57;VERIFICACION DE DOMICILIO;
B1822159;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822160;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822161;;C33;CONECTOR UDI-I;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822163;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822164;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822165;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;92;SUELTO-A;
B1822166;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;80;QUEBRADO-A;
B1822167;;D02;DOMICILIO;6;Cliente AÇreo;52;INACCESIBLE;
B1822169;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;66;NORMALIZACION;
B1822170;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822171;;R06;REGLETA CONEXIONES CAJA EMP;7;Cliente Subterr†neo;43;FUNDIDO-A;
B1822172;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822173;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822174;;T20;TRANSF. DISTRIBUCION AEREO;3;Transformador MT/BT;85;REVISION;
B1822175;;D02;DOMICILIO;7;Cliente Subterr†neo;45;FALLA EN INSTALACION CLIENTE;
B1822176;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822177;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1822181;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1822182;;C20;CHIC. (PROT. BT. T/D  A RED);4;Red BT AÇrea;43;FUNDIDO-A;
B1822183;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822184;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822185;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822186;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822187;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822188;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822189;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822190;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822191;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822192;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822193;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822194;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822195;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822196;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822197;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822199;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;11;CHOCADO;
B1822201;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822203;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;19;CONEXI‡N FUNDIDA;
B1822204;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822205;;P24;PROTECC DAE BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1822206;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;66;NORMALIZACION;
B1822207;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822208;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;69;OTRA FALLA;
B1822210;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822212;;A01;ACOMETIDA;6;Cliente AÇreo;85;REVISION;
B1822213;;B01;BAJADA EMPALME;6;Cliente AÇreo;16;CORTADO-A;
B1822214;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1822219;;P25;PROTECC EMP. 220V;7;Cliente Subterr†neo;66;NORMALIZACION;
B1822222;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;29;DESCONECTADO;
B1822224;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822228;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822229;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;66;NORMALIZACION;
B1822230;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822231;;U01;UNION A TABLERO;7;Cliente Subterr†neo;19;CONEXI‡N FUNDIDA;
B1822232;;S03;SECTOR;4;Red BT AÇrea;37;EN ATENCION;
B1822233;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822234;;U01;UNION A TABLERO;7;Cliente Subterr†neo;19;CONEXI‡N FUNDIDA;
B1822235;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822236;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822237;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822238;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822239;;T01;TABLERO CLTE.;6;Cliente AÇreo;43;FUNDIDO-A;
B1822240;;U01;UNION A TABLERO;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822241;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822242;;S03;SECTOR;4;Red BT AÇrea;52;INACCESIBLE;
B1822243;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822244;;P16;POSTE DISTRIBUCION;8;Alumbrado P£blico;11;CHOCADO;
B1822245;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822246;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822247;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822248;;L09;LUMINARIA;8;Alumbrado P£blico;54;MAL ESTADO;
B1822249;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822250;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822251;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;16;CORTADO-A;
B1822252;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1822253;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1822254;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822258;;P24;PROTECC DAE BT;3;Transformador MT/BT;29;DESCONECTADO;
B1822259;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822260;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822261;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822262;;P24;PROTECC DAE BT;3;Transformador MT/BT;66;NORMALIZACION;
B1822263;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822264;;P23;PROTECCION DAE MT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822265;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822266;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822267;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822269;NUMPOS: 33059;T20;TRANSF. DISTRIBUCION AEREO;1;Red MT AÇrea;85;REVISION;
B1822270;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;5;ABIERTO;
B1822271;;L09;LUMINARIA;8;Alumbrado P£blico;19;CONEXI‡N FUNDIDA;
B1822272;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822273;NUMPOS: 26177;Z01;ZONA;1;Red MT AÇrea;85;REVISION;
B1822274;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822275;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822276;;B14;BUSHING T/D (MT);3;Transformador MT/BT;17;CORTO-CIRCUITO;
B1822277;;U01;UNION A TABLERO;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822278;;C25;CUCHILLO LOAD BUSTER;1;Red MT AÇrea;5;ABIERTO;
B1822279;;L09;LUMINARIA;8;Alumbrado P£blico;15;CONEXI‡N SUELTA;
B1822280;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822281;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822282;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822283;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822284;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822285;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822286;;L08;LINEA DIST. P/ENS. (CALPE);4;Red BT AÇrea;85;REVISION;
B1822287;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822288;;F01;FASE;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822289;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822290;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822291;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822292;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;26;DESTEMPLADO;
B1822293;;T16;TRANSF. PARTICULAR;1;Red MT AÇrea;61;NO NORMALIZADO;
B1822294;;B07;BASTON LOAD BUSTER;1;Red MT AÇrea;10;CAIDO-A;
B1822295;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822296;;A01;ACOMETIDA;6;Cliente AÇreo;25;DESPRENDIDO;
B1822297;;L02;LINEA DE DISTRIBUCION;9;Otra Empresa;17;CORTO-CIRCUITO;
B1822298;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822299;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822300;NUMPOS: 97853;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822301;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822302;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1822303;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822304;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;9;CONEXION INVERTIDA;
B1822309;;L02;LINEA DE DISTRIBUCION;1;Red MT AÇrea;12;CON RAMAS;
B1822311;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822314;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822315;;D02;DOMICILIO;6;Cliente AÇreo;0;NORMAL;
B1822316;;B01;BAJADA EMPALME;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822318;;P28;PROTECCION DE T/D EN MT;3;Transformador MT/BT;61;NO NORMALIZADO;
B1822320;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822323;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822324;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822325;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822326;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822327;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822329;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822330;;A01;ACOMETIDA;6;Cliente AÇreo;16;CORTADO-A;
B1822331;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1822333;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822336;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822337;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822339;;E03;EXTENSION METALICA DE EMPALME;6;Cliente AÇreo;54;MAL ESTADO;
B1822340;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822341;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822343;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822345;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822346;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822347;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822348;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;12;CON RAMAS;
B1822349;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822350;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822352;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822354;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822355;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;92;SUELTO-A;
B1822356;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1822357;;P10;PLACA LOZA 25 AMP.;6;Cliente AÇreo;54;MAL ESTADO;
B1822358;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822359;;D02;DOMICILIO;7;Cliente Subterr†neo;85;REVISION;
B1822360;;S03;SECTOR;4;Red BT AÇrea;85;REVISION;
B1822361;NUMPOS: 33059;T16;TRANSF. PARTICULAR;1;Red MT AÇrea;22;DESCONECTO-AR;
B1822362;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822363;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;85;REVISION;
B1822365;;A01;ACOMETIDA;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822366;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;25;DESPRENDIDO;
B1822367;;P16;POSTE DISTRIBUCION;1;Red MT AÇrea;11;CHOCADO;
B1822368;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1822369;;A01;ACOMETIDA;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822370;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822371;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822373;;U01;UNION A TABLERO;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1822374;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1822376;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1822377;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;61;NO NORMALIZADO;
B1822378;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;43;FUNDIDO-A;
B1822379;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;85;REVISION;
B1822380;;B08;BLOCK DE CONEX  (220V);6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822382;;Z01;ZONA;1;Red MT AÇrea;39;TRASPASO DE CARGA;
B1822384;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1822385;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;26;DESTEMPLADO;
B1822386;;A01;ACOMETIDA;6;Cliente AÇreo;16;CORTADO-A;
B1822387;;C18;CHIC (PPF MT A RED MT);3;Transformador MT/BT;43;FUNDIDO-A;
B1822388;;P16;POSTE DISTRIBUCION;4;Red BT AÇrea;80;QUEBRADO-A;
B1822389;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
B1822391;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822393;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1822394;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1822395;;C07;CAJA EMP. MONOFASICA;6;Cliente AÇreo;69;OTRA FALLA;
B1822396;;S03;SECTOR;4;Red BT AÇrea;69;OTRA FALLA;
B1822397;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;16;CORTADO-A;
